Renewables,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Date,Time
8190,5139,598,5310,-28,2240,21,0,12/16/2018,8:50
8424,5065,595,5046,-17,2240,22,0,12/16/2018,8:55
8600,5060,589,4840,-14,2240,22,0,12/16/2018,9:00
8661,4842,603,4867,-6,2240,21,0,12/16/2018,9:05
8655,4734,599,4990,28,2240,21,0,12/16/2018,9:10
8633,4874,612,4935,32,2239,21,0,12/16/2018,9:15
8770,4840,578,4899,30,2239,20,0,12/16/2018,9:20
8910,4749,540,4925,-5,2240,21,0,12/16/2018,9:25
8918,4792,541,4877,0,2240,21,0,12/16/2018,9:30
9190,4690,519,4681,-36,2240,21,0,12/16/2018,9:35
9369,4658,482,4591,-55,2240,21,0,12/16/2018,9:40
9233,4765,520,4561,-26,2240,21,0,12/16/2018,9:45
9205,4709,553,4524,10,2240,21,0,12/16/2018,9:50
9281,4694,540,4442,6,2240,21,0,12/16/2018,9:55
9142,4761,562,4484,26,2240,22,0,12/16/2018,10:00
9063,4997,488,4579,17,2240,22,0,12/16/2018,10:05
9224,5087,432,4481,18,2240,22,0,12/16/2018,10:10
9191,5025,430,4528,18,2240,22,0,12/16/2018,10:15
9242,4815,710,4258,-9,2240,22,0,12/16/2018,10:20
9287,4585,699,4296,-12,2240,21,0,12/16/2018,10:25
9376,4560,691,4230,-21,2242,21,0,12/16/2018,10:30
9358,4593,708,4213,-6,2241,21,0,12/16/2018,10:35
9278,4571,714,4249,6,2240,21,0,12/16/2018,10:40
9082,4643,725,4390,10,2241,21,0,12/16/2018,10:45
9012,4635,731,4409,11,2241,22,0,12/16/2018,10:50
8865,4632,720,4586,7,2241,21,0,12/16/2018,10:55
9020,4583,699,4568,-7,2240,21,0,12/16/2018,11:00
9124,4650,688,4465,-35,2241,21,0,12/16/2018,11:05
9023,4680,715,4511,-13,2240,21,0,12/16/2018,11:10
9022,4622,711,4502,-9,2240,21,0,12/16/2018,11:15
9037,4650,686,4497,-50,2241,21,0,12/16/2018,11:20
8823,4754,715,4573,-23,2240,21,0,12/16/2018,11:25
8803,4707,733,4564,-5,2240,21,0,12/16/2018,11:30
8986,4734,689,4505,-45,2240,21,0,12/16/2018,11:35
9124,4708,703,4477,-48,2240,20,0,12/16/2018,11:40
9060,4747,708,4475,-36,2240,20,0,12/16/2018,11:45
8811,4765,745,4634,8,2240,21,0,12/16/2018,11:50
8815,4679,753,4601,13,2240,20,0,12/16/2018,11:55
8859,4795,735,4496,-13,2241,20,0,12/16/2018,12:00
8856,4897,713,4458,-22,2240,20,0,12/16/2018,12:05
8781,4908,695,4463,-29,2240,21,0,12/16/2018,12:10
8763,5125,695,4463,-42,2240,21,0,12/16/2018,12:15
8809,5017,676,4467,-48,2239,22,0,12/16/2018,12:20
8675,5008,707,4543,-14,2239,22,0,12/16/2018,12:25
8616,4939,718,4643,-3,2240,22,0,12/16/2018,12:30
8566,5007,716,4626,-1,2240,21,0,12/16/2018,12:35
8630,5081,694,4575,-26,2240,21,0,12/16/2018,12:40
8611,5052,664,4644,-31,2240,21,0,12/16/2018,12:45
8528,5099,671,4708,-31,2240,21,0,12/16/2018,12:50
8445,5128,711,4750,-31,2240,21,0,12/16/2018,12:55
8525,5095,719,4725,-32,2240,21,0,12/16/2018,13:00
8621,4964,838,4603,-31,2239,21,0,12/16/2018,13:05
8627,4819,927,4566,-14,2239,22,0,12/16/2018,13:10
8519,4763,970,4649,23,2239,22,0,12/16/2018,13:15
8517,4737,978,4716,28,2239,23,0,12/16/2018,13:20
8478,4778,971,4767,25,2239,22,0,12/16/2018,13:25
8406,4869,972,4834,28,2240,21,0,12/16/2018,13:30
8396,4904,981,4831,29,2240,20,0,12/16/2018,13:35
8342,4993,983,4854,29,2240,22,0,12/16/2018,13:40
8283,5032,981,4917,26,2240,22,0,12/16/2018,13:45
8245,5023,969,5025,6,2240,22,0,12/16/2018,13:50
8162,5072,974,5113,22,2240,21,0,12/16/2018,13:55
8189,5091,959,5144,-1,2239,22,0,12/16/2018,14:00
8070,5338,941,5099,-8,2240,23,0,12/16/2018,14:05
7933,5437,941,5172,-11,2240,23,0,12/16/2018,14:10
7898,5443,959,5226,14,2240,23,0,12/16/2018,14:15
7696,5582,985,5262,43,2240,22,0,12/16/2018,14:20
7524,5614,1014,5432,47,2239,21,0,12/16/2018,14:25
7321,5751,1044,5551,47,2240,21,0,12/16/2018,14:30
7365,5829,979,5485,-1,2240,21,0,12/16/2018,14:35
7279,5984,961,5558,-22,2240,20,0,12/16/2018,14:40
7124,6116,956,5644,-14,2241,19,0,12/16/2018,14:45
6998,6226,953,5713,-13,2240,19,0,12/16/2018,14:50
6981,6472,918,5632,-45,2240,20,0,12/16/2018,14:55
6825,6611,936,5721,-49,2241,21,0,12/16/2018,15:00
6638,6674,1156,5657,-36,2240,22,0,12/16/2018,15:05
6472,6722,1296,5581,-15,2239,22,0,12/16/2018,15:10
6217,6973,1315,5683,-9,2240,22,0,12/16/2018,15:15
5901,7207,1344,5842,17,2240,22,0,12/16/2018,15:20
5423,7517,1462,5977,40,2240,23,0,12/16/2018,15:25
5114,7744,1525,6082,38,2240,23,0,12/16/2018,15:30
4760,8017,1430,6286,26,2240,23,0,12/16/2018,15:35
4392,8289,1416,6556,38,2240,22,0,12/16/2018,15:40
4054,8599,1503,6616,40,2241,22,0,12/16/2018,15:45
3726,8869,1539,6801,56,2241,22,0,12/16/2018,15:50
3512,9043,1473,6985,30,2241,22,0,12/16/2018,15:55
3362,9331,1506,7099,8,2241,21,0,12/16/2018,16:00
3092,9532,2034,6854,-4,2240,21,0,12/16/2018,16:05
2871,9403,2417,6801,12,2240,22,0,12/16/2018,16:10
2756,9431,2511,6844,47,2239,22,0,12/16/2018,16:15
2629,9514,2508,6992,-4,2240,22,0,12/16/2018,16:20
2526,9677,2508,7169,10,2239,22,0,12/16/2018,16:25
2487,9892,2561,7177,22,2240,22,0,12/16/2018,16:30
2457,10103,2593,7282,-22,2240,22,0,12/16/2018,16:35
2432,10230,2612,7432,5,2243,22,0,12/16/2018,16:40
2419,10305,2614,7620,20,2246,22,0,12/16/2018,16:45
2419,10481,2607,7764,-9,2246,22,0,12/16/2018,16:50
2414,10687,2636,7896,-9,2246,23,0,12/16/2018,16:55
2442,10771,2668,8110,-1,2247,22,0,12/16/2018,17:00
2444,10938,2783,8096,45,2246,22,0,12/16/2018,17:05
2444,10861,2935,8190,34,2246,22,0,12/16/2018,17:10
2449,10877,2985,8311,33,2246,22,0,12/16/2018,17:15
2456,10896,3009,8346,43,2246,22,0,12/16/2018,17:20
2457,10899,3019,8416,46,2245,22,0,12/16/2018,17:25
2461,10913,3025,8494,45,2245,22,0,12/16/2018,17:30
2469,10878,3075,8517,47,2246,22,0,12/16/2018,17:35
2491,10847,3072,8559,69,2245,22,0,12/16/2018,17:40
2510,10878,3059,8560,59,2245,22,0,12/16/2018,17:45
2526,10862,3076,8603,69,2246,23,0,12/16/2018,17:50
2553,10809,3086,8615,61,2247,23,0,12/16/2018,17:55
2574,10839,3065,8584,62,2247,22,0,12/16/2018,18:00
2587,10729,3157,8647,68,2245,23,0,12/16/2018,18:05
2581,10622,3229,8649,68,2246,23,0,12/16/2018,18:10
2512,10621,3263,8684,68,2245,23,0,12/16/2018,18:15
2458,10577,3345,8724,68,2242,22,0,12/16/2018,18:20
2412,10498,3349,8766,67,2241,21,0,12/16/2018,18:25
2395,10517,3284,8800,67,2239,21,0,12/16/2018,18:30
2414,10583,3237,8741,58,2239,21,0,12/16/2018,18:35
2411,10627,3197,8760,36,2239,21,0,12/16/2018,18:40
2389,10671,3198,8796,27,2239,21,0,12/16/2018,18:45
2435,10696,3195,8726,17,2240,21,0,12/16/2018,18:50
2489,10671,3160,8681,-6,2239,20,0,12/16/2018,18:55
2489,10567,3004,8917,-33,2240,20,0,12/16/2018,19:00
2459,10470,2844,9143,42,2239,21,0,12/16/2018,19:05
2435,10314,2861,9165,22,2239,22,0,12/16/2018,19:10
2452,10375,2784,9164,-3,2239,22,0,12/16/2018,19:15
2425,10416,2639,9283,-1,2238,21,0,12/16/2018,19:20
2389,10436,2640,9324,-2,2238,21,0,12/16/2018,19:25
2372,10491,2636,9273,-7,2238,21,0,12/16/2018,19:30
2372,10454,2625,9288,-4,2238,21,0,12/16/2018,19:35
2384,10394,2638,9296,-3,2238,21,0,12/16/2018,19:40
2384,10364,2631,9278,-3,2239,21,0,12/16/2018,19:45
2374,10394,2623,9265,-10,2238,21,0,12/16/2018,19:50
2361,10474,2622,9147,-8,2238,20,0,12/16/2018,19:55
2350,10554,2630,9001,24,2238,20,0,12/16/2018,20:00
2350,10614,2528,8955,61,2238,20,0,12/16/2018,20:05
2353,10617,2497,8910,71,2238,21,0,12/16/2018,20:10
2334,10649,2537,8814,68,2238,20,0,12/16/2018,20:15
2301,10605,2474,8831,46,2239,19,0,12/16/2018,20:20
2285,10668,2453,8839,35,2240,19,0,12/16/2018,20:25
2298,10685,2426,8798,-4,2247,19,0,12/16/2018,20:30
2315,10680,2401,8778,-21,2248,18,0,12/16/2018,20:35
2326,10637,2345,8775,-23,2248,18,0,12/16/2018,20:40
2348,10604,2328,8744,-28,2247,19,0,12/16/2018,20:45
2376,10515,2311,8743,-22,2247,19,0,12/16/2018,20:50
2404,10460,2253,8676,-21,2248,19,0,12/16/2018,20:55
2414,10409,2254,8598,-8,2247,19,0,12/16/2018,21:00
2387,10258,2186,8647,-4,2247,20,0,12/16/2018,21:05
2382,10237,2096,8682,14,2246,21,0,12/16/2018,21:10
2402,10293,2089,8516,0,2246,21,0,12/16/2018,21:15
2425,10342,2035,8407,-26,2246,20,0,12/16/2018,21:20
2436,10271,2015,8414,-36,2245,19,0,12/16/2018,21:25
2427,10201,1964,8372,-33,2246,19,0,12/16/2018,21:30
2412,10091,1866,8412,0,2244,19,0,12/16/2018,21:35
2431,9991,1849,8452,-10,2244,19,0,12/16/2018,21:40
2494,9886,1821,8395,-28,2245,19,0,12/16/2018,21:45
2556,9806,1783,8295,-53,2245,19,0,12/16/2018,21:50
2539,9787,1765,8228,-47,2244,18,0,12/16/2018,21:55
2471,9867,1758,7983,-16,2244,19,0,12/16/2018,22:00
2459,10078,1675,7768,-2,2243,18,0,12/16/2018,22:05
2443,10203,1682,7576,-8,2244,19,0,12/16/2018,22:10
2408,10182,1683,7459,-9,2243,19,0,12/16/2018,22:15
2328,10162,1666,7379,-9,2243,20,0,12/16/2018,22:20
2280,10146,1656,7319,-9,2244,20,0,12/16/2018,22:25
2223,10124,1632,7277,-32,2246,20,0,12/16/2018,22:30
2213,9944,1639,7309,-24,2245,20,0,12/16/2018,22:35
2228,9730,1650,7357,-9,2247,20,0,12/16/2018,22:40
2251,9622,1595,7354,-24,2247,20,0,12/16/2018,22:45
2252,9561,1606,7307,-32,2248,20,0,12/16/2018,22:50
2232,9516,1585,7144,-19,2249,20,0,12/16/2018,22:55
2170,9525,1499,7083,-14,2250,21,0,12/16/2018,23:00
2141,9564,1379,6996,-9,2252,21,0,12/16/2018,23:05
2100,9600,1311,6917,-20,2252,21,0,12/16/2018,23:10
2064,9532,1329,6882,-9,2252,21,0,12/16/2018,23:15
2048,9484,1304,6806,-15,2253,21,0,12/16/2018,23:20
2051,9474,1286,6739,-36,2254,21,0,12/16/2018,23:25
2033,9455,1286,6684,-38,2254,21,0,12/16/2018,23:30
2028,9330,1281,6646,-22,2254,21,0,12/16/2018,23:35
2036,9137,1244,6670,-43,2254,21,0,12/16/2018,23:40
2034,9013,1231,6730,-39,2254,21,0,12/16/2018,23:45
2037,8968,1256,6591,-15,2254,20,0,12/16/2018,23:50
2011,8891,1273,6580,-5,2254,21,0,12/16/2018,23:55
2012,8901,1248,6497,-7,2256,21,0,12/17/2018,0:00
2025,8834,1267,6434,29,2255,22,0,12/17/2018,0:05
2020,8729,1250,6516,55,2255,22,0,12/17/2018,0:10
2006,8647,1236,6519,55,2256,21,0,12/17/2018,0:15
1997,8534,1220,6576,52,2255,21,0,12/17/2018,0:20
2006,8469,1224,6567,45,2256,20,0,12/17/2018,0:25
2014,8465,1199,6506,-7,2256,21,0,12/17/2018,0:30
2016,8490,1179,6447,-17,2256,21,0,12/17/2018,0:35
2016,8472,1149,6443,-36,2256,21,0,12/17/2018,0:40
2007,8426,1143,6417,-35,2257,20,0,12/17/2018,0:45
2017,8363,1142,6412,-37,2258,19,0,12/17/2018,0:50
2024,8360,1165,6370,-37,2257,20,0,12/17/2018,0:55
2024,8287,1108,6389,-35,2257,21,0,12/17/2018,1:00
2033,8272,1015,6378,-34,2258,21,0,12/17/2018,1:05
2024,8351,976,6333,-38,2257,21,0,12/17/2018,1:10
2025,8388,1004,6232,-40,2257,21,0,12/17/2018,1:15
2053,8346,998,6199,-40,2258,21,0,12/17/2018,1:20
2094,8329,973,6150,-40,2257,21,0,12/17/2018,1:25
2120,8288,947,6127,-40,2258,19,0,12/17/2018,1:30
2134,8191,925,6174,-42,2258,20,0,12/17/2018,1:35
2172,8118,977,6110,-36,2258,21,0,12/17/2018,1:40
2203,8033,992,6031,-16,2258,21,0,12/17/2018,1:45
2233,7999,990,5991,-16,2258,21,0,12/17/2018,1:50
2251,7982,979,6009,-15,2258,20,0,12/17/2018,1:55
2277,7987,973,5944,-16,2257,20,0,12/17/2018,2:00
2298,7954,978,5947,-22,2257,21,0,12/17/2018,2:05
2320,7924,938,5910,-30,2256,21,0,12/17/2018,2:10
2320,7946,956,5938,-25,2257,21,0,12/17/2018,2:15
2349,7907,975,5919,-28,2257,21,0,12/17/2018,2:20
2399,7875,942,5929,-45,2257,20,0,12/17/2018,2:25
2435,7834,956,5913,-44,2257,21,0,12/17/2018,2:30
2435,7734,968,5939,-52,2256,21,0,12/17/2018,2:35
2454,7655,991,5941,-42,2257,20,0,12/17/2018,2:40
2461,7617,1001,5888,-44,2256,20,0,12/17/2018,2:45
2460,7587,997,5938,-43,2256,20,0,12/17/2018,2:50
2460,7602,1008,5939,-42,2257,20,0,12/17/2018,2:55
2459,7665,1004,5873,-42,2256,20,0,12/17/2018,3:00
2443,7962,831,5797,-21,2257,20,0,12/17/2018,3:05
2438,8258,757,5802,-46,2257,21,0,12/17/2018,3:10
2467,8219,727,5823,-55,2257,22,0,12/17/2018,3:15
2466,8058,726,5961,-51,2255,22,0,12/17/2018,3:20
2522,8197,730,5801,-70,2257,21,0,12/17/2018,3:25
2602,8234,684,5742,-59,2255,21,0,12/17/2018,3:30
2695,8205,643,5712,-58,2256,20,0,12/17/2018,3:35
2716,8159,665,5737,-67,2256,21,0,12/17/2018,3:40
2735,8008,758,5814,-67,2256,21,0,12/17/2018,3:45
2705,7997,772,5787,-65,2255,20,0,12/17/2018,3:50
2658,8062,768,5841,-65,2256,21,0,12/17/2018,3:55
2600,8025,789,6006,-33,2256,21,0,12/17/2018,4:00
2498,7884,839,6162,-9,2256,20,0,12/17/2018,4:05
2438,7969,856,6240,-10,2257,21,0,12/17/2018,4:10
2426,8084,850,6209,-25,2255,21,0,12/17/2018,4:15
2379,8162,886,6210,25,2256,21,0,12/17/2018,4:20
2330,8206,907,6209,32,2256,21,0,12/17/2018,4:25
2293,8278,919,6198,37,2256,21,0,12/17/2018,4:30
2294,8461,925,6087,46,2256,22,0,12/17/2018,4:35
2296,8593,904,6038,1,2255,21,0,12/17/2018,4:40
2283,8812,879,5952,-23,2255,21,0,12/17/2018,4:45
2306,8985,870,5933,-33,2255,22,0,12/17/2018,4:50
2331,9049,916,5951,-49,2256,22,0,12/17/2018,4:55
2374,9046,938,5988,-33,2256,22,0,12/17/2018,5:00
2472,9064,1191,5985,-61,2257,22,0,12/17/2018,5:05
2651,8878,1421,5878,-52,2256,22,0,12/17/2018,5:10
2749,8883,1456,5911,-59,2257,22,0,12/17/2018,5:15
2825,8978,1468,5840,-34,2255,22,0,12/17/2018,5:20
2887,9102,1472,5737,-32,2257,22,0,12/17/2018,5:25
2904,9106,1492,5743,-21,2256,22,0,12/17/2018,5:30
2897,9117,1499,5859,-5,2256,22,0,12/17/2018,5:35
2883,9254,1492,5872,-10,2256,22,0,12/17/2018,5:40
2898,9331,1538,5899,-10,2256,23,0,12/17/2018,5:45
2888,9391,1589,5996,0,2255,22,0,12/17/2018,5:50
2881,9379,1587,6172,-1,2255,21,0,12/17/2018,5:55
2889,9289,1538,6553,-30,2255,20,0,12/17/2018,6:00
2894,9108,1770,6859,-54,2256,21,0,12/17/2018,6:05
2996,8715,1902,7233,-63,2255,21,0,12/17/2018,6:10
3077,8649,1887,7469,-58,2256,22,0,12/17/2018,6:15
3084,8687,1970,7562,-42,2255,21,0,12/17/2018,6:20
3041,8737,2019,7596,-7,2255,20,0,12/17/2018,6:25
2960,8871,2051,7639,12,2254,19,0,12/17/2018,6:30
2876,8984,2050,7754,20,2254,19,0,12/17/2018,6:35
2821,9100,2061,7880,34,2254,19,0,12/17/2018,6:40
2826,9188,2064,7951,24,2254,19,0,12/17/2018,6:45
2849,9325,2041,7948,5,2253,18,0,12/17/2018,6:50
2840,9337,2029,8112,9,2254,19,0,12/17/2018,6:55
2831,9371,2030,8183,3,2254,21,0,12/17/2018,7:00
2918,9420,2028,8142,-22,2254,21,0,12/17/2018,7:05
3048,9416,2070,8223,-3,2253,21,0,12/17/2018,7:10
3137,9342,2122,8181,48,2254,20,0,12/17/2018,7:15
3248,9287,2128,8122,58,2253,21,0,12/17/2018,7:20
3417,9270,2097,8058,26,2253,22,0,12/17/2018,7:25
3615,9331,2063,7902,-5,2253,21,0,12/17/2018,7:30
3721,9339,2058,7795,-13,2253,20,0,12/17/2018,7:35
3809,9254,2065,7757,-6,2252,21,0,12/17/2018,7:40
3880,9188,2051,7764,-11,2252,20,0,12/17/2018,7:45
4014,9179,2045,7729,-18,2252,20,0,12/17/2018,7:50
4103,9170,2039,7638,-8,2251,22,0,12/17/2018,7:55
4023,9196,1998,7649,43,2252,22,0,12/17/2018,8:00
3955,9216,2015,7699,71,2251,23,0,12/17/2018,8:05
3985,9066,1945,7964,85,2252,22,0,12/17/2018,8:10
4218,8957,1842,8006,53,2251,20,0,12/17/2018,8:15
4293,8946,1823,7980,49,2254,19,0,12/17/2018,8:20
4289,8975,1836,7950,77,2251,19,0,12/17/2018,8:25
4425,8975,1827,7785,60,2251,19,0,12/17/2018,8:30
4598,8955,1738,7723,6,2252,18,0,12/17/2018,8:35
4787,9015,1655,7635,-62,2250,18,0,12/17/2018,8:40
4887,8994,1643,7569,-68,2251,18,0,12/17/2018,8:45
5026,8964,1614,7477,-80,2252,18,0,12/17/2018,8:50
5235,8848,1551,7368,-101,2251,19,0,12/17/2018,8:55
5300,8839,1489,7283,-86,2250,20,0,12/17/2018,9:00
5262,8821,1502,7288,-46,2252,20,0,12/17/2018,9:05
5320,8707,1386,7301,-6,2251,20,0,12/17/2018,9:10
5367,8748,1303,7257,-1,2251,21,0,12/17/2018,9:15
5349,8789,1271,7250,0,2248,21,0,12/17/2018,9:20
5555,8764,1227,7057,-26,2249,21,0,12/17/2018,9:25
5643,8807,1198,6924,-49,2249,22,0,12/17/2018,9:30
5749,8782,1188,6712,-50,2250,21,0,12/17/2018,9:35
5796,8743,1197,6656,-49,2250,21,0,12/17/2018,9:40
5854,8687,1182,6555,-43,2249,20,0,12/17/2018,9:45
6049,8596,1169,6396,-35,2249,21,0,12/17/2018,9:50
6155,8553,1172,6261,-40,2249,21,0,12/17/2018,9:55
6154,8543,1191,6195,-31,2250,20,0,12/17/2018,10:00
6192,8422,1119,6221,-15,2249,20,0,12/17/2018,10:05
6110,8395,1087,6318,-13,2249,20,0,12/17/2018,10:10
5924,8407,1103,6397,7,2250,21,0,12/17/2018,10:15
5819,8444,1144,6372,34,2249,21,0,12/17/2018,10:20
5615,8492,1149,6504,34,2250,20,0,12/17/2018,10:25
5634,8464,1125,6498,29,2250,20,0,12/17/2018,10:30
5701,8481,1104,6429,19,2250,20,0,12/17/2018,10:35
5699,8446,1113,6445,17,2248,19,0,12/17/2018,10:40
5900,8366,1075,6317,-9,2249,19,0,12/17/2018,10:45
6091,8373,1085,6232,-20,2249,20,0,12/17/2018,10:50
6204,8230,1072,6160,-18,2249,20,0,12/17/2018,10:55
6216,8190,1083,6102,-4,2248,20,0,12/17/2018,11:00
6382,8090,1098,5898,3,2249,20,0,12/17/2018,11:05
6574,8086,1084,5736,-28,2248,19,0,12/17/2018,11:10
6764,8100,1027,5622,-48,2249,19,0,12/17/2018,11:15
6945,8065,1010,5449,-38,2250,19,0,12/17/2018,11:20
7109,8026,1006,5305,-38,2250,19,0,12/17/2018,11:25
7127,7939,1038,5268,-10,2250,19,0,12/17/2018,11:30
7212,7841,1048,5137,-10,2249,18,0,12/17/2018,11:35
7184,7791,1060,5147,0,2249,18,0,12/17/2018,11:40
7108,7745,1077,5240,15,2249,19,0,12/17/2018,11:45
7141,7719,1094,5179,40,2249,18,0,12/17/2018,11:50
7328,7686,1072,5055,-5,2249,18,0,12/17/2018,11:55
7294,7670,1074,5123,2,2249,18,0,12/17/2018,12:00
7196,7687,1102,5150,34,2249,18,0,12/17/2018,12:05
7226,7708,1087,5069,26,2248,19,0,12/17/2018,12:10
7260,7705,1052,5029,22,2248,18,0,12/17/2018,12:15
7308,7728,1056,4973,9,2248,19,0,12/17/2018,12:20
7350,7740,1053,4943,1,2248,18,0,12/17/2018,12:25
7590,7814,1044,4667,-42,2250,17,0,12/17/2018,12:30
7712,7770,1080,4570,-50,2248,18,0,12/17/2018,12:35
7916,7619,1123,4513,-42,2249,18,0,12/17/2018,12:40
8167,7463,1097,4378,-16,2249,18,0,12/17/2018,12:45
8225,7451,1066,4431,-7,2248,19,0,12/17/2018,12:50
8141,7538,1073,4500,7,2249,19,0,12/17/2018,12:55
8182,7559,1075,4462,10,2249,20,0,12/17/2018,13:00
8312,7441,1074,4448,3,2249,19,0,12/17/2018,13:05
8477,7400,1068,4421,8,2248,18,0,12/17/2018,13:10
8584,7358,1055,4396,0,2248,20,0,12/17/2018,13:15
8673,7464,1042,4246,-2,2248,20,0,12/17/2018,13:20
8664,7469,1035,4274,-1,2248,20,0,12/17/2018,13:25
8569,7500,1051,4318,0,2249,19,0,12/17/2018,13:30
8404,7527,1077,4414,9,2248,18,0,12/17/2018,13:35
8570,7486,1053,4365,0,2247,19,0,12/17/2018,13:40
8512,7556,1055,4306,3,2247,19,0,12/17/2018,13:45
8320,7689,1092,4413,12,2247,18,0,12/17/2018,13:50
8336,7778,1105,4362,12,2247,18,0,12/17/2018,13:55
8295,7698,1198,4440,1,2248,18,0,12/17/2018,14:00
8234,7589,1359,4452,-11,2247,18,0,12/17/2018,14:05
8311,7624,1514,4303,-16,2247,19,0,12/17/2018,14:10
8454,7444,1541,4227,-14,2248,19,0,12/17/2018,14:15
8361,7534,1613,4224,-7,2248,19,0,12/17/2018,14:20
8178,7612,1668,4346,27,2247,19,0,12/17/2018,14:25
8094,7642,1679,4415,32,2249,19,0,12/17/2018,14:30
8185,7583,1661,4448,12,2248,20,0,12/17/2018,14:35
8095,7637,1633,4530,-9,2248,20,0,12/17/2018,14:40
7908,7684,1690,4674,27,2249,19,0,12/17/2018,14:45
7775,7923,1673,4695,19,2248,19,0,12/17/2018,14:50
7690,8013,1638,4730,-27,2247,19,0,12/17/2018,14:55
7432,8063,1660,5035,-21,2247,20,0,12/17/2018,15:00
7171,7998,1719,5288,-9,2248,20,0,12/17/2018,15:05
7154,7967,1683,5409,-39,2248,19,0,12/17/2018,15:10
6888,8292,1563,5593,-49,2248,18,0,12/17/2018,15:15
6606,8520,1623,5757,-35,2247,18,0,12/17/2018,15:20
6223,8631,1709,5891,-14,2248,19,0,12/17/2018,15:25
5876,8762,1798,6053,43,2247,18,0,12/17/2018,15:30
5668,8947,1762,6112,26,2247,19,0,12/17/2018,15:35
5421,9166,1724,6338,-19,2247,19,0,12/17/2018,15:40
5098,9281,1766,6578,17,2247,19,0,12/17/2018,15:45
4890,9333,1800,6778,67,2246,20,0,12/17/2018,15:50
4735,9360,1827,6919,54,2246,20,0,12/17/2018,15:55
4561,9309,1870,7297,14,2247,19,0,12/17/2018,16:00
4344,9280,2263,7347,-4,2248,19,0,12/17/2018,16:05
4289,8930,2386,7662,20,2248,19,0,12/17/2018,16:10
4181,8762,2401,7932,5,2247,19,0,12/17/2018,16:15
4051,9044,2402,7950,13,2247,19,0,12/17/2018,16:20
3923,9397,2406,7854,22,2248,19,0,12/17/2018,16:25
3850,9761,2397,7800,-14,2247,20,0,12/17/2018,16:30
3827,10002,2400,7828,-6,2247,19,0,12/17/2018,16:35
3790,10126,2420,7922,0,2248,19,0,12/17/2018,16:40
3745,10283,2429,8066,-9,2247,20,0,12/17/2018,16:45
3746,10620,2462,8138,-20,2248,19,0,12/17/2018,16:50
3777,10643,2474,8362,-24,2247,19,0,12/17/2018,16:55
3810,10729,2523,8631,-39,2247,19,0,12/17/2018,17:00
3764,10711,2684,8781,1,2246,19,0,12/17/2018,17:05
3683,10653,2795,9015,28,2248,20,0,12/17/2018,17:10
3674,10760,2816,9097,26,2247,20,0,12/17/2018,17:15
3717,10805,2806,9196,31,2248,19,0,12/17/2018,17:20
3774,10810,2811,9270,13,2248,18,0,12/17/2018,17:25
3793,10879,2847,9286,11,2248,17,0,12/17/2018,17:30
3787,10855,2858,9323,12,2248,18,0,12/17/2018,17:35
3841,10867,2866,9323,1,2248,19,0,12/17/2018,17:40
3857,10917,2869,9344,4,2248,19,0,12/17/2018,17:45
3908,10904,2870,9321,-3,2248,19,0,12/17/2018,17:50
4040,10888,2885,9214,-7,2249,18,0,12/17/2018,17:55
4137,10886,2857,9160,-6,2247,18,0,12/17/2018,18:00
4180,10903,2790,9120,-1,2248,18,0,12/17/2018,18:05
4241,10923,2830,8976,22,2248,18,0,12/17/2018,18:10
4347,10930,2883,8804,4,2249,18,0,12/17/2018,18:15
4432,10907,2826,8720,-8,2248,18,0,12/17/2018,18:20
4425,10918,2722,8785,10,2249,18,0,12/17/2018,18:25
4407,10935,2687,8780,38,2247,18,0,12/17/2018,18:30
4393,10888,2721,8827,54,2247,18,0,12/17/2018,18:35
4467,10813,2709,8830,52,2248,19,0,12/17/2018,18:40
4530,10831,2699,8714,46,2248,18,0,12/17/2018,18:45
4596,10814,2642,8698,24,2249,18,0,12/17/2018,18:50
4670,10767,2626,8660,-3,2249,18,0,12/17/2018,18:55
4750,10730,2586,8651,-16,2249,17,0,12/17/2018,19:00
4829,10665,2589,8614,-32,2248,17,0,12/17/2018,19:05
4783,10546,2669,8573,-24,2248,18,0,12/17/2018,19:10
4610,10484,2714,8648,9,2248,19,0,12/17/2018,19:15
4555,10469,2738,8669,20,2248,20,0,12/17/2018,19:20
4607,10403,2708,8695,20,2248,19,0,12/17/2018,19:25
4679,10407,2684,8607,17,2249,19,0,12/17/2018,19:30
4665,10241,2710,8740,5,2248,17,0,12/17/2018,19:35
4620,10046,2753,8893,25,2247,17,0,12/17/2018,19:40
4573,10023,2708,8942,21,2247,17,0,12/17/2018,19:45
4580,9998,2696,8969,22,2247,17,0,12/17/2018,19:50
4586,9981,2701,8958,19,2246,18,0,12/17/2018,19:55
4665,9922,2681,8950,10,2246,17,0,12/17/2018,20:00
4713,9796,2562,9045,-8,2246,17,0,12/17/2018,20:05
4704,9808,2469,9109,-8,2248,18,0,12/17/2018,20:10
4606,9792,2515,9113,3,2247,19,0,12/17/2018,20:15
4546,9768,2517,9097,23,2246,19,0,12/17/2018,20:20
4558,9790,2496,9035,13,2246,18,0,12/17/2018,20:25
4671,9752,2438,8934,-17,2244,18,0,12/17/2018,20:30
4736,9810,2354,8893,-39,2245,18,0,12/17/2018,20:35
4711,9746,2328,8882,-39,2244,18,0,12/17/2018,20:40
