Renewables,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Date,Time
9825,5351,2175,6754,-1,2264,9,0,7/3/2018,7:45
10133,5263,2135,6674,-1,2264,8,0,7/3/2018,7:50
10413,5230,2119,6571,-1,2263,9,0,7/3/2018,7:55
10654,5204,2075,6406,-4,2264,9,0,7/3/2018,8:00
10894,5041,1955,6546,41,2264,9,0,7/3/2018,8:05
11127,5109,1916,6507,39,2265,8,0,7/3/2018,8:10
11340,5093,1900,6371,35,2265,7,0,7/3/2018,8:15
11504,4998,1883,6236,-15,2265,8,0,7/3/2018,8:20
11659,4962,1865,6162,-20,2264,8,0,7/3/2018,8:25
11813,4953,1854,6064,-28,2265,8,0,7/3/2018,8:30
11937,5089,1861,5968,-15,2266,8,0,7/3/2018,8:35
12055,5041,1822,5918,0,2265,8,0,7/3/2018,8:40
12142,4985,1792,5873,0,2265,9,0,7/3/2018,8:45
12194,5083,1800,5820,0,2266,10,0,7/3/2018,8:50
12331,5069,1812,5751,-9,2266,10,0,7/3/2018,8:55
12424,5075,1812,5748,-1,2265,7,0,7/3/2018,9:00
12521,5079,1798,5724,-12,2265,8,0,7/3/2018,9:05
12598,5129,1786,5693,-19,2265,7,0,7/3/2018,9:10
12666,5079,1739,5750,-24,2265,7,0,7/3/2018,9:15
12741,5124,1784,5705,-4,2265,7,0,7/3/2018,9:20
12835,5067,1797,5671,-5,2266,8,0,7/3/2018,9:25
12896,5064,1802,5593,-4,2265,7,0,7/3/2018,9:30
12954,5076,1795,5566,1,2264,8,0,7/3/2018,9:35
12984,5105,1805,5608,0,2264,9,0,7/3/2018,9:40
13019,5130,1816,5593,0,2265,9,0,7/3/2018,9:45
13051,5104,1822,5617,0,2264,9,0,7/3/2018,9:50
13092,5105,1813,5660,-4,2264,8,0,7/3/2018,9:55
13135,5187,1824,5642,-12,2265,8,0,7/3/2018,10:00
13181,5135,1946,5574,-14,2265,9,0,7/3/2018,10:05
13182,5070,2040,5537,-1,2264,9,0,7/3/2018,10:10
13218,5101,2090,5489,-3,2265,9,0,7/3/2018,10:15
13421,5102,2105,5506,2,2266,10,0,7/3/2018,10:20
13457,5122,2087,5546,-11,2266,9,0,7/3/2018,10:25
13479,5175,2080,5495,-9,2267,9,0,7/3/2018,10:30
13499,5233,2107,5526,1,2267,9,0,7/3/2018,10:35
13555,5230,2115,5504,5,2267,9,0,7/3/2018,10:40
13591,5321,2117,5406,27,2268,8,0,7/3/2018,10:45
13618,5338,2131,5381,38,2268,8,0,7/3/2018,10:50
13645,5308,2109,5447,20,2268,8,0,7/3/2018,10:55
13679,5275,2025,5510,3,2268,8,0,7/3/2018,11:00
13697,5579,2068,5383,-53,2268,7,0,7/3/2018,11:05
13737,5639,2123,5309,-17,2268,7,0,7/3/2018,11:10
13741,5651,2140,5329,-37,2267,8,0,7/3/2018,11:15
13744,5707,2163,5360,-45,2266,8,0,7/3/2018,11:20
13761,5690,2178,5372,-34,2264,8,0,7/3/2018,11:25
13784,5818,2194,5262,-34,2264,8,0,7/3/2018,11:30
13810,5948,2181,5168,-36,2262,7,0,7/3/2018,11:35
13843,6130,2137,5007,-8,2261,7,0,7/3/2018,11:40
13868,6045,2234,5043,-29,2260,7,0,7/3/2018,11:45
13900,6022,2321,5000,-39,2260,7,0,7/3/2018,11:50
13946,5991,2384,4934,-48,2260,7,0,7/3/2018,11:55
13963,5974,2333,4977,-54,2260,8,0,7/3/2018,12:00
14002,6159,2167,5032,-44,2259,8,0,7/3/2018,12:05
14050,6205,2236,4991,-42,2260,8,0,7/3/2018,12:10
14094,6183,2297,4940,-41,2259,8,0,7/3/2018,12:15
14150,6264,2296,4889,-28,2261,8,0,7/3/2018,12:20
14180,6225,2341,4837,2,2260,8,0,7/3/2018,12:25
14234,6152,2372,4869,18,2259,8,0,7/3/2018,12:30
14277,6125,2340,4969,-3,2260,8,0,7/3/2018,12:35
14339,6216,2413,4918,-28,2259,8,0,7/3/2018,12:40
14381,6214,2359,4929,-30,2259,8,0,7/3/2018,12:45
14413,6351,2284,4905,-34,2258,8,0,7/3/2018,12:50
14446,6442,2278,4884,-17,2259,7,0,7/3/2018,12:55
14470,6582,2315,4796,-10,2259,8,0,7/3/2018,13:00
14519,6590,2305,4855,-9,2259,8,0,7/3/2018,13:05
14557,6606,2321,4968,-10,2259,9,0,7/3/2018,13:10
14582,6628,2309,4928,-4,2259,9,0,7/3/2018,13:15
14599,6651,2328,4969,-2,2259,8,0,7/3/2018,13:20
14617,6705,2318,4973,-3,2259,8,0,7/3/2018,13:25
14662,6864,2340,4874,-4,2259,8,0,7/3/2018,13:30
14684,6933,2344,4866,-3,2260,9,0,7/3/2018,13:35
14724,6908,2351,4869,-7,2259,10,0,7/3/2018,13:40
14730,6965,2340,4909,-3,2260,9,0,7/3/2018,13:45
14757,7094,2359,4786,7,2259,10,0,7/3/2018,13:50
14795,7203,2368,4763,-3,2259,9,0,7/3/2018,13:55
14808,7423,2308,4696,-4,2259,9,0,7/3/2018,14:00
14815,7591,2074,4759,-14,2259,8,0,7/3/2018,14:05
14857,7733,2001,4833,-6,2259,8,0,7/3/2018,14:10
14846,7875,2019,4783,-2,2259,8,0,7/3/2018,14:15
14848,8004,2057,4752,-3,2259,8,0,7/3/2018,14:20
14870,7950,2210,4718,-8,2260,10,0,7/3/2018,14:25
14868,7877,2266,4762,-5,2259,10,0,7/3/2018,14:30
14894,7910,2348,4738,-4,2260,9,0,7/3/2018,14:35
14894,7925,2378,4720,-4,2260,10,0,7/3/2018,14:40
14898,8091,2363,4645,-7,2258,9,0,7/3/2018,14:45
14885,8362,2313,4545,-6,2260,9,0,7/3/2018,14:50
14907,8433,2368,4611,-7,2260,9,0,7/3/2018,14:55
14957,8407,2371,4663,-11,2261,9,0,7/3/2018,15:00
14913,8510,2305,4781,-10,2262,8,0,7/3/2018,15:05
14914,8622,2347,4762,-7,2261,8,0,7/3/2018,15:10
14926,8606,2430,4717,-4,2261,8,0,7/3/2018,15:15
14930,8617,2527,4765,0,2262,8,0,7/3/2018,15:20
14935,8597,2555,4842,11,2261,8,0,7/3/2018,15:25
14942,8636,2540,4936,-5,2261,7,0,7/3/2018,15:30
14940,8653,2513,5051,-1,2261,9,0,7/3/2018,15:35
14935,8872,2502,4933,-22,2261,8,0,7/3/2018,15:40
14918,8989,2466,4980,-11,2262,9,0,7/3/2018,15:45
14879,9251,2441,4863,-9,2262,10,0,7/3/2018,15:50
14852,9498,2442,4758,-9,2262,9,0,7/3/2018,15:55
14861,9543,2520,4669,-6,2263,9,0,7/3/2018,16:00
14854,9653,2593,4622,-6,2262,9,0,7/3/2018,16:05
14889,9417,2810,4676,-6,2263,9,0,7/3/2018,16:10
14889,9427,2809,4678,-7,2263,9,0,7/3/2018,16:15
14877,9588,2868,4585,-7,2263,9,0,7/3/2018,16:20
14838,9642,2962,4544,-7,2263,10,0,7/3/2018,16:25
14864,9587,2978,4620,9,2265,10,0,7/3/2018,16:30
14824,9689,2981,4563,12,2263,10,0,7/3/2018,16:35
14791,9762,3021,4588,43,2263,10,0,7/3/2018,16:40
14733,9602,2991,4816,50,2263,11,0,7/3/2018,16:45
14653,9559,3043,5060,79,2263,10,0,7/3/2018,16:50
14548,9631,3151,5041,83,2263,10,0,7/3/2018,16:55
14435,9767,3106,5037,48,2263,9,0,7/3/2018,17:00
14339,10101,3175,4966,-34,2263,8,0,7/3/2018,17:05
14360,10050,3360,4971,-62,2263,9,0,7/3/2018,17:10
14226,10214,3428,4868,-60,2263,9,0,7/3/2018,17:15
14115,10314,3498,4852,-63,2264,9,0,7/3/2018,17:20
14076,10315,3504,4936,-53,2263,10,0,7/3/2018,17:25
14019,10300,3435,5010,-22,2264,10,0,7/3/2018,17:30
13938,10498,3471,5016,-11,2264,9,0,7/3/2018,17:35
13808,10552,3510,5029,-5,2264,9,0,7/3/2018,17:40
13617,10743,3522,5095,-3,2265,10,0,7/3/2018,17:45
13423,10905,3510,5132,-1,2265,10,0,7/3/2018,17:50
13228,11069,3522,5226,-2,2265,10,0,7/3/2018,17:55
13040,11153,3580,5294,-4,2265,10,0,7/3/2018,18:00
12780,11177,3782,5230,-17,2265,10,0,7/3/2018,18:05
12543,11052,3948,5342,-15,2264,10,0,7/3/2018,18:10
12246,11183,3961,5413,8,2263,10,0,7/3/2018,18:15
11933,11479,3992,5337,32,2262,10,0,7/3/2018,18:20
11597,11570,4094,5536,56,2261,10,0,7/3/2018,18:25
11234,11795,4174,5633,56,2260,11,0,7/3/2018,18:30
10852,12135,4185,5687,58,2258,11,0,7/3/2018,18:35
10483,12407,4281,5778,50,2257,11,0,7/3/2018,18:40
10140,12744,4224,5783,35,2256,10,0,7/3/2018,18:45
9735,13024,4206,5883,39,2256,9,0,7/3/2018,18:50
9333,13104,4239,6150,91,2255,9,0,7/3/2018,18:55
9004,13182,4299,6331,114,2254,10,0,7/3/2018,19:00
8687,13094,4392,6536,53,2254,10,0,7/3/2018,19:05
8472,13116,4534,6657,-11,2254,9,0,7/3/2018,19:10
8203,13042,4626,6794,-13,2254,8,0,7/3/2018,19:15
7904,13037,4666,6841,15,2255,9,0,7/3/2018,19:20
7637,13034,4691,6961,37,2254,9,0,7/3/2018,19:25
7403,13057,4704,7076,46,2255,9,0,7/3/2018,19:30
7203,13142,4698,7158,41,2256,9,0,7/3/2018,19:35
6964,13210,4697,7219,36,2255,9,0,7/3/2018,19:40
6696,13261,4723,7310,37,2258,9,0,7/3/2018,19:45
6491,13382,4687,7346,41,2258,9,0,7/3/2018,19:50
6377,13393,4633,7384,43,2259,9,0,7/3/2018,19:55
6308,13273,4564,7508,13,2259,9,0,7/3/2018,20:00
6207,13393,4496,7551,50,2259,10,0,7/3/2018,20:05
6173,13231,4544,7652,-12,2260,10,0,7/3/2018,20:10
6121,13198,4542,7800,-33,2260,10,0,7/3/2018,20:15
6090,13217,4476,7952,-16,2259,10,0,7/3/2018,20:20
6083,13313,4425,7979,-11,2260,11,0,7/3/2018,20:25
6092,13371,4391,7950,20,2260,10,0,7/3/2018,20:30
6092,13355,4392,7946,33,2260,10,0,7/3/2018,20:35
6175,13247,4346,8007,32,2260,9,0,7/3/2018,20:40
6226,13021,4390,8166,10,2261,10,0,7/3/2018,20:45
6234,12917,4462,8196,-8,2261,10,0,7/3/2018,20:50
6265,12805,4377,8258,-8,2261,10,0,7/3/2018,20:55
6255,12709,4232,8408,-8,2261,9,0,7/3/2018,21:00
6291,11942,4006,9221,-7,2261,9,0,7/3/2018,21:05
6297,11458,4005,9760,-7,2262,10,0,7/3/2018,21:10
6299,11303,3982,9758,-6,2262,9,0,7/3/2018,21:15
6370,11037,3838,9909,12,2262,9,0,7/3/2018,21:20
6391,10753,3741,10005,-14,2262,9,0,7/3/2018,21:25
6388,10756,3676,10032,-14,2262,9,0,7/3/2018,21:30
6422,10659,3668,10027,-12,2263,10,0,7/3/2018,21:35
6443,10524,3707,9991,-5,2263,10,0,7/3/2018,21:40
6476,10404,3725,9782,-15,2262,10,0,7/3/2018,21:45
6502,10010,3737,9791,-17,2263,11,0,7/3/2018,21:50
6523,9774,3615,9809,-25,2262,11,0,7/3/2018,21:55
6519,9951,3463,9457,-17,2262,11,0,7/3/2018,22:00
6536,10126,3238,9305,-28,2260,12,0,7/3/2018,22:05
6538,10137,3093,9163,-18,2260,11,0,7/3/2018,22:10
6547,10219,2965,8911,-31,2259,10,0,7/3/2018,22:15
6530,10060,2835,8968,-29,2258,11,0,7/3/2018,22:20
6521,9824,3004,8913,-16,2257,11,0,7/3/2018,22:25
6523,9575,2974,8840,-43,2257,10,0,7/3/2018,22:30
6534,9445,2889,8831,-43,2256,10,0,7/3/2018,22:35
6545,9401,2849,8701,-43,2257,10,0,7/3/2018,22:40
6538,9315,2874,8545,-40,2257,10,0,7/3/2018,22:45
6502,9149,2917,8410,-10,2256,9,0,7/3/2018,22:50
6477,9067,2870,8276,4,2256,10,0,7/3/2018,22:55
6480,8959,2833,8156,19,2256,10,0,7/3/2018,23:00
6477,8542,2890,8293,90,2256,10,0,7/3/2018,23:05
6432,8274,3048,8202,94,2256,11,0,7/3/2018,23:10
6423,8041,3110,8123,21,2257,10,0,7/3/2018,23:15
6406,7999,3162,8090,-47,2257,10,0,7/3/2018,23:20
6409,7763,3122,8165,-54,2256,10,0,7/3/2018,23:25
6388,7544,3042,8208,-12,2256,11,0,7/3/2018,23:30
6418,7302,3034,8213,-5,2256,11,0,7/3/2018,23:35
6407,7103,3013,8200,-31,2257,11,0,7/3/2018,23:40
6434,6955,2885,8272,-33,2257,11,0,7/3/2018,23:45
6426,6843,2928,8302,-41,2257,11,0,7/3/2018,23:50
6422,6645,2963,8191,-26,2256,11,0,7/3/2018,23:55
4612,8013,2366,8513,-64,2259,9,0,7/4/2018,0:00
4607,7955,2491,8324,0,2260,10,0,7/4/2018,0:05
4594,7688,2588,8398,80,2260,10,0,7/4/2018,0:10
4604,7630,2592,8320,71,2259,10,0,7/4/2018,0:15
4609,7563,2526,8357,64,2259,10,0,7/4/2018,0:20
4614,7400,2495,8393,27,2259,10,0,7/4/2018,0:25
4623,7400,2449,8351,-12,2260,10,0,7/4/2018,0:30
4630,7423,2401,8356,-73,2259,10,0,7/4/2018,0:35
4633,7455,2394,8248,-88,2260,10,0,7/4/2018,0:40
4636,7421,2372,8170,-76,2259,11,0,7/4/2018,0:45
4635,7320,2442,8003,-3,2259,10,0,7/4/2018,0:50
4608,7259,2442,7873,-12,2259,10,0,7/4/2018,0:55
4585,7290,2444,7713,12,2258,10,0,7/4/2018,1:00
4565,7200,2441,7720,12,2259,11,0,7/4/2018,1:05
4565,7222,2475,7605,26,2258,11,0,7/4/2018,1:10
4548,7132,2450,7578,28,2259,11,0,7/4/2018,1:15
4533,7125,2413,7563,10,2258,11,0,7/4/2018,1:20
4509,7140,2367,7564,-56,2259,11,0,7/4/2018,1:25
4502,7162,2349,7549,-55,2258,11,0,7/4/2018,1:30
4482,7144,2345,7466,-38,2258,11,0,7/4/2018,1:35
4458,7108,2349,7396,-42,2258,10,0,7/4/2018,1:40
4438,7072,2368,7329,-18,2258,10,0,7/4/2018,1:45
4419,7027,2400,7231,13,2259,10,0,7/4/2018,1:50
4406,6985,2376,7184,-17,2258,10,0,7/4/2018,1:55
4378,7001,2333,7185,-34,2260,10,0,7/4/2018,2:00
4368,7048,2267,7134,-7,2259,11,0,7/4/2018,2:05
4358,6986,2253,7139,-8,2260,11,0,7/4/2018,2:10
4348,6813,2274,7176,1,2259,11,0,7/4/2018,2:15
4320,6649,2238,7308,-32,2260,10,0,7/4/2018,2:20
4291,6645,2245,7288,-14,2260,11,0,7/4/2018,2:25
4286,6668,2257,7165,-20,2261,10,0,7/4/2018,2:30
4291,6644,2235,7147,-36,2261,11,0,7/4/2018,2:35
4286,6645,2225,7092,-20,2261,11,0,7/4/2018,2:40
4261,6627,2222,7077,-14,2260,11,0,7/4/2018,2:45
4241,6589,2226,7048,-13,2261,11,0,7/4/2018,2:50
4227,6589,2229,7014,-11,2260,11,0,7/4/2018,2:55
4227,6578,2216,6969,-15,2261,10,0,7/4/2018,3:00
4210,6473,2271,7044,-15,2261,10,0,7/4/2018,3:05
4200,6395,2333,7017,-11,2260,10,0,7/4/2018,3:10
4195,6288,2260,7125,-5,2260,10,0,7/4/2018,3:15
4196,6165,2259,7201,3,2260,10,0,7/4/2018,3:20
4186,5988,2339,7283,16,2260,10,0,7/4/2018,3:25
4188,5774,2352,7399,31,2261,10,0,7/4/2018,3:30
4204,5835,2331,7372,-25,2260,10,0,7/4/2018,3:35
4188,5899,2328,7364,-36,2259,11,0,7/4/2018,3:40
4172,5870,2321,7328,-19,2260,11,0,7/4/2018,3:45
4170,5850,2318,7307,-4,2260,11,0,7/4/2018,3:50
4183,5845,2303,7312,-11,2259,11,0,7/4/2018,3:55
4189,5808,2268,7349,-18,2259,11,0,7/4/2018,4:00
4188,5876,2227,7323,-13,2260,10,0,7/4/2018,4:05
4189,5902,2230,7301,-13,2259,10,0,7/4/2018,4:10
4182,5904,2229,7314,-13,2260,10,0,7/4/2018,4:15
4185,5883,2230,7321,-10,2259,10,0,7/4/2018,4:20
4173,5889,2234,7294,-12,2259,12,0,7/4/2018,4:25
4171,5864,2221,7320,-13,2260,12,0,7/4/2018,4:30
4182,5844,2221,7340,-13,2260,12,0,7/4/2018,4:35
4206,5815,2224,7343,-16,2259,12,0,7/4/2018,4:40
4232,5840,2252,7271,-8,2259,12,0,7/4/2018,4:45
4215,5851,2284,7218,-6,2259,12,0,7/4/2018,4:50
4175,5787,2258,7295,1,2259,13,0,7/4/2018,4:55
4134,5720,2071,7544,-1,2258,13,0,7/4/2018,5:00
4102,5685,1944,7877,13,2258,13,0,7/4/2018,5:05
4042,5630,1905,8104,29,2258,13,0,7/4/2018,5:10
4013,5529,1883,8281,4,2258,13,0,7/4/2018,5:15
4005,5526,1886,8302,19,2257,13,0,7/4/2018,5:20
4008,5618,1879,8259,-1,2257,13,0,7/4/2018,5:25
4009,5668,1890,8198,0,2257,14,0,7/4/2018,5:30
4018,5634,1888,8222,0,2257,14,0,7/4/2018,5:35
4019,5612,1883,8225,0,2256,14,0,7/4/2018,5:40
4001,5556,1890,8199,0,2256,13,0,7/4/2018,5:45
3963,5466,1896,8242,26,2256,13,0,7/4/2018,5:50
3938,5531,1908,8096,3,2256,13,0,7/4/2018,5:55
3973,5721,1895,7881,3,2256,11,0,7/4/2018,6:00
4064,5776,1964,7784,7,2256,12,0,7/4/2018,6:05
4126,5778,2007,7711,16,2256,12,0,7/4/2018,6:10
4263,5739,2019,7549,24,2255,11,0,7/4/2018,6:15
4417,5698,2026,7439,7,2255,11,0,7/4/2018,6:20
4597,5652,2029,7302,8,2257,11,0,7/4/2018,6:25
4817,5599,2016,7147,-10,2257,12,0,7/4/2018,6:30
5086,5561,2009,6980,-25,2255,12,0,7/4/2018,6:35
5361,5337,1986,6915,-50,2255,11,0,7/4/2018,6:40
5598,5162,1970,6882,-42,2256,10,0,7/4/2018,6:45
5983,4964,1908,6723,-20,2255,10,0,7/4/2018,6:50
6323,4844,1878,6536,-18,2256,10,0,7/4/2018,6:55
6683,4802,1849,6231,-16,2255,11,0,7/4/2018,7:00
7039,4845,1774,6047,-10,2256,11,0,7/4/2018,7:05
7294,4863,1848,5832,-17,2256,13,0,7/4/2018,7:10
7652,4782,1862,5530,-15,2257,13,0,7/4/2018,7:15
8003,4691,1834,5284,-12,2257,13,0,7/4/2018,7:20
8335,4666,1842,4974,-14,2257,14,0,7/4/2018,7:25
8729,4615,1789,4655,-12,2257,13,0,7/4/2018,7:30
9001,4741,1838,4270,-2,2257,13,0,7/4/2018,7:35
9447,4681,1841,3856,-12,2257,12,0,7/4/2018,7:40
9683,4709,1843,3621,-7,2258,12,0,7/4/2018,7:45
9975,4725,1840,3341,6,2258,12,0,7/4/2018,7:50
10397,4680,1808,3008,-6,2258,11,0,7/4/2018,7:55
10679,4554,1703,2978,-4,2258,10,0,7/4/2018,8:00
10960,4505,1611,2977,-4,2258,10,0,7/4/2018,8:05
11175,4545,1638,2821,-4,2257,11,0,7/4/2018,8:10
11313,4567,1711,2616,-1,2257,11,0,7/4/2018,8:15
11476,4521,1752,2420,3,2256,12,0,7/4/2018,8:20
11630,4470,1749,2386,2,2255,12,0,7/4/2018,8:25
11772,4465,1744,2275,0,2255,11,0,7/4/2018,8:30
11930,4409,1715,2279,-8,2254,10,0,7/4/2018,8:35
12100,4648,1419,2370,2,2253,11,0,7/4/2018,8:40
12218,4775,1432,2305,-9,2254,12,0,7/4/2018,8:45
12345,4795,1430,2193,0,2254,12,0,7/4/2018,8:50
12379,4760,1421,2173,-4,2255,12,0,7/4/2018,8:55
12460,4775,1412,2129,-5,2254,12,0,7/4/2018,9:00
12512,4738,1378,2179,9,2254,12,0,7/4/2018,9:05
12559,4782,1401,2106,13,2253,11,0,7/4/2018,9:10
12573,4785,1416,2103,10,2253,11,0,7/4/2018,9:15
12628,4817,1448,2058,10,2254,11,0,7/4/2018,9:20
12786,4794,1444,1971,-11,2254,12,0,7/4/2018,9:25
12814,4770,1442,1982,-9,2254,11,0,7/4/2018,9:30
12863,4800,1465,1918,1,2255,12,0,7/4/2018,9:35
12944,4785,1474,1860,5,2253,12,0,7/4/2018,9:40
13031,4779,1473,1831,-2,2255,13,0,7/4/2018,9:45
13084,4774,1468,1816,-1,2254,13,0,7/4/2018,9:50
13141,4793,1477,1777,5,2255,13,0,7/4/2018,9:55
13134,4816,1472,1824,-2,2255,13,0,7/4/2018,10:00
13125,4901,1482,1787,0,2254,12,0,7/4/2018,10:05
13131,4935,1487,1820,-1,2254,12,0,7/4/2018,10:10
13139,4942,1490,1822,0,2254,12,0,7/4/2018,10:15
13172,4916,1476,1904,2,2255,12,0,7/4/2018,10:20
13252,4938,1470,1869,-1,2256,13,0,7/4/2018,10:25
13287,4921,1463,1942,-14,2256,12,0,7/4/2018,10:30
13359,4936,1438,1925,-28,2257,11,0,7/4/2018,10:35
13377,4960,1450,1939,-6,2257,11,0,7/4/2018,10:40
13359,4934,1479,1960,3,2257,12,0,7/4/2018,10:45
13340,4914,1471,2020,2,2257,11,0,7/4/2018,10:50
13333,4904,1441,2129,9,2258,12,0,7/4/2018,10:55
13392,4904,1351,2225,-5,2258,12,0,7/4/2018,11:00
13450,4933,1336,2286,-25,2258,12,0,7/4/2018,11:05
13435,4921,1304,2310,5,2257,12,0,7/4/2018,11:10
13473,4923,1299,2316,12,2258,12,0,7/4/2018,11:15
13458,4972,1323,2365,-12,2258,12,0,7/4/2018,11:20
13397,4951,1363,2484,13,2258,12,0,7/4/2018,11:25
13478,4826,1369,2528,3,2258,12,0,7/4/2018,11:30
13500,4822,1364,2582,0,2259,12,0,7/4/2018,11:35
13526,4781,1336,2702,-20,2259,11,0,7/4/2018,11:40
13559,4825,1327,2701,-24,2259,11,0,7/4/2018,11:45
13688,4859,1291,2684,-32,2258,11,0,7/4/2018,11:50
13783,4832,1257,2645,-7,2259,11,0,7/4/2018,11:55
13778,4835,1249,2685,12,2259,11,0,7/4/2018,12:00
13797,4998,1295,2524,7,2258,11,0,7/4/2018,12:05
13807,5092,1327,2424,-14,2259,12,0,7/4/2018,12:10
13790,5126,1370,2428,2,2259,12,0,7/4/2018,12:15
13799,5103,1383,2487,0,2259,11,0,7/4/2018,12:20
13857,5102,1392,2508,0,2259,12,0,7/4/2018,12:25
13911,5111,1392,2514,-1,2259,12,0,7/4/2018,12:30
13974,5115,1387,2527,-2,2259,12,0,7/4/2018,12:35
13965,5164,1360,2599,-13,2260,11,0,7/4/2018,12:40
14012,5183,1371,2606,-11,2260,11,0,7/4/2018,12:45
14085,5213,1335,2589,-26,2260,12,0,7/4/2018,12:50
14107,5321,1320,2599,-6,2259,11,0,7/4/2018,12:55
14124,5368,1327,2566,15,2260,10,0,7/4/2018,13:00
14148,5353,1368,2542,8,2260,11,0,7/4/2018,13:05
14159,5355,1397,2586,2,2260,11,0,7/4/2018,13:10
14221,5311,1409,2598,1,2260,11,0,7/4/2018,13:15
14264,5314,1406,2633,-1,2261,11,0,7/4/2018,13:20
14306,5312,1415,2704,-1,2261,11,0,7/4/2018,13:25
14367,5326,1412,2696,-1,2263,11,0,7/4/2018,13:30
14380,5361,1410,2728,-1,2262,11,0,7/4/2018,13:35
14313,5404,1411,2819,-1,2263,11,0,7/4/2018,13:40
14372,5437,1410,2842,5,2263,12,0,7/4/2018,13:45
14399,5386,1410,2914,-1,2264,12,0,7/4/2018,13:50
14407,5490,1391,2932,-21,2262,12,0,7/4/2018,13:55
14422,5649,1355,2875,-25,2264,12,0,7/4/2018,14:00
14407,5783,1396,2866,-24,2265,12,0,7/4/2018,14:05
14239,5874,1448,2914,-8,2264,12,0,7/4/2018,14:10
14177,5882,1463,3008,3,2264,11,0,7/4/2018,14:15
14165,5921,1468,3076,2,2264,12,0,7/4/2018,14:20
14182,5927,1467,3182,-4,2265,12,0,7/4/2018,14:25
14242,5963,1455,3192,-10,2265,12,0,7/4/2018,14:30
14142,6031,1465,3285,-2,2264,11,0,7/4/2018,14:35
14111,6073,1486,3364,38,2265,11,0,7/4/2018,14:40
14161,6061,1477,3377,29,2265,11,0,7/4/2018,14:45
14166,6156,1473,3461,-1,2264,12,0,7/4/2018,14:50
14174,6195,1476,3552,-11,2263,12,0,7/4/2018,14:55
14102,6293,1525,3603,-1,2263,12,0,7/4/2018,15:00
14019,6121,1571,3727,-1,2264,11,0,7/4/2018,15:05
13986,6164,1570,3783,-9,2264,12,0,7/4/2018,15:10
13973,6248,1533,3888,-21,2263,12,0,7/4/2018,15:15
13964,6344,1512,3897,8,2264,12,0,7/4/2018,15:20
13938,6464,1536,3927,-16,2263,12,0,7/4/2018,15:25
13922,6569,1511,3961,-21,2263,11,0,7/4/2018,15:30
13814,6697,1543,4027,7,2261,11,0,7/4/2018,15:35
13820,6678,1520,4085,24,2262,11,0,7/4/2018,15:40
13776,6775,1536,4142,28,2262,11,0,7/4/2018,15:45
13690,6868,1569,4195,39,2262,11,0,7/4/2018,15:50
13626,6939,1593,4261,40,2262,12,0,7/4/2018,15:55
13541,7049,1679,4268,-4,2262,11,0,7/4/2018,16:00
13481,7226,1743,4252,-41,2262,11,0,7/4/2018,16:05
13424,7251,1761,4317,-41,2261,11,0,7/4/2018,16:10
13402,7259,1758,4438,-42,2262,12,0,7/4/2018,16:15
13337,7229,1751,4596,-48,2262,12,0,7/4/2018,16:20
13271,7258,1811,4709,-28,2263,12,0,7/4/2018,16:25
13215,7267,1815,4751,-13,2263,13,0,7/4/2018,16:30
13122,7290,1816,4921,17,2262,12,0,7/4/2018,16:35
13073,7316,1820,5047,20,2263,12,0,7/4/2018,16:40
12997,7465,1823,5157,-20,2262,12,0,7/4/2018,16:45
12900,7698,1801,5158,-31,2262,12,0,7/4/2018,16:50
12837,7648,1829,5285,9,2262,13,0,7/4/2018,16:55
12752,7593,1850,5492,20,2261,12,0,7/4/2018,17:00
12697,7658,2036,5445,2,2263,12,0,7/4/2018,17:05
12672,7488,2156,5476,40,2261,12,0,7/4/2018,17:10
12576,7472,2152,5594,16,2263,12,0,7/4/2018,17:15
12478,7317,2447,5462,14,2262,12,0,7/4/2018,17:20
12356,7235,2468,5565,4,2263,12,0,7/4/2018,17:25
12235,7326,2485,5729,21,2263,12,0,7/4/2018,17:30
12102,7303,2482,5883,51,2263,12,0,7/4/2018,17:35
11938,7417,2463,6023,27,2263,12,0,7/4/2018,17:40
11761,7534,2483,6160,23,2263,12,0,7/4/2018,17:45
11580,7699,2505,6221,36,2263,12,0,7/4/2018,17:50
11357,7804,2527,6315,46,2263,12,0,7/4/2018,17:55
11187,7824,2500,6564,34,2263,12,0,7/4/2018,18:00
11017,7749,2748,6606,18,2262,11,0,7/4/2018,18:05
